CID,FIELD,GROUP,zHD,MU,MUERR,PROBIA,HOST_RA,HOST_DEC,HOST_LOGMASS,kappa_raw,kappa_ext,kappa_gal_ext,kappa_cl_ext,gamma,dmu_pred,zbin,rand_mean,rand_sig,n_rand_ok,area_frac,area_flag,cl_dz_min_2am,frac_nir,n_spec_region,hr,hr_glob
1899029,X1,X,0.62411,42.79865,0.1266,0.99999,33.891296,-4.486324,10.51,0.004744273556434513,-0.0037775627230905006,-0.00196692552535892,-0.0018106371977315828,0.014394156352501877,0.008366342683070715,0.6250000000000002,0.008521836279525014,0.005698969888743383,496,1.0,False,,0.6884359400998337,28317,-0.029157661208103182,-0.014972413953741045
1916193,X3,X,0.62565,42.90373,0.216,0.96721,36.129704,-4.582552,9.384,0.002132913807753722,-0.006419989731300998,-0.002571670256341683,-0.0038483194749593147,0.0022072362092464813,0.01434767288724457,0.6250000000000002,0.00855290353905472,0.005718841728092925,496,1.0,False,,0.951071761416589,28317,0.06950219608021498,0.08368744333457712
1321116,X3,X,0.62684,42.80719,0.1715,1.0,35.867474,-4.256627,11.107,0.0023428127801550175,-0.006236117918337859,-0.0025213216951694515,-0.0037147962231684093,0.005091909569889099,0.013925817089190117,0.6250000000000002,0.008578930698492877,0.005738186793509814,496,1.0,False,,0.9040709391374446,28317,-0.031988533776662255,-0.017803286522300118
1891107,X1,X,0.62735,42.69856,0.1455,1.0,34.546165,-5.661108,10.51,0.0026448533069202795,-0.005945231888474666,-0.0027265664040684373,-0.003218665484406229,0.00857102366449979,0.013241826138857268,0.6250000000000002,0.008590085195394946,0.005746477535831337,496,1.0,False,0.12600239653424283,0.3861646234676007,28317,-0.142737538019759,-0.12855229076539687
1295417,X3,X,0.62753,42.8193,0.3917,0.99949,36.283321,-3.850775,9.735,0.0019395623407651478,-0.006654459735889354,-0.0031462122955621787,-0.0035082474403271757,0.002742243470806184,0.014856694705200006,0.6250000000000002,0.008594022076654502,0.005749403680180111,496,1.0,False,0.23549181889120316,0.033794788273615636,28317,-0.022745030506968224,-0.008559783252606087
1294667,X3,X,0.62818,42.87617,0.2031,0.99991,35.869068,-4.982116,10.978,0.0072728248528972275,-0.0013354137394167697,0.002349461417197469,-0.0036848751566142405,0.017311554329451077,0.002932898387769809,0.6250000000000002,0.008608238592313997,0.005759970312550679,496,1.0,False,,0.9854611540208996,28317,0.03142738879645164,0.04561263605081378
1380034,X3,X,0.62935,43.70945,206.052,0.0,36.818855,-3.674365,9.339,0.006022645102937303,-0.002611183217563793,-0.0002438128682211967,-0.002367370349342597,0.0031014422811169924,0.006041210893850636,0.6250000000000002,0.008633828320501096,0.005778990250817705,496,1.0,False,0.0307791450578451,0.0,28317,0.8598584310985088,0.8740436783528709
1251603,X3,X,0.63033,42.94051,0.2153,0.99999,35.796329,-4.213972,10.557,0.005425199368795957,-0.0032300630830071507,-0.002225116080592875,-0.0010049470024142775,0.0020769710605359165,0.007343653780701731,0.6250000000000002,0.008655262451803107,0.005794921481161023,496,1.0,False,0.0003496224690707222,0.8859753675009933,28317,0.08686350973592012,0.10104875699028226
1559147,X3,X,0.63231,42.72051,0.1986,0.99493,37.158756,-4.411778,9.68,0.0012342681608753267,-0.0074642999847828705,-0.00446239313956947,-0.0030019068452134022,0.007454569370307858,0.016571982719856083,0.6250000000000002,0.008698568145658198,0.005827109068997529,496,0.65,True,,0.732078853046595,28317,-0.1413108067424035,-0.12712555948804138
1330642,X3,X,0.63391,42.71695,0.1534,1.0,37.040527,-4.047121,9.318,0.007382446369666649,-0.0013511162760764667,0.00032463331701199864,-0.0016757495930884675,0.009578466532925652,0.0031984725186844608,0.6250000000000002,0.008733562645743115,0.005853119240986622,496,1.0,False,0.2821391631117993,0.6448888888888888,28317,-0.15145853015955893,-0.1372732829051968
1311631,X1,X,0.64039,43.19782,0.1747,0.99989,34.011105,-4.718226,10.966,0.0061494019739779466,-0.0027258883971090974,-0.0004541220339770299,-0.0022717663631320675,0.00828037451942216,0.006241391518472174,0.6250000000000002,0.008875290371087044,0.005958460437542453,496,1.0,False,0.15527405068306926,0.9838145231846019,28317,0.30289215039846323,0.3170773976528254
1500086,X1,X,0.64129,42.76714,0.1555,0.99999,34.374073,-5.313342,11.351,0.01427891905134077,0.005383944273955957,0.009542758013612481,-0.004158813739656524,0.0210785905022117,-0.012038342044225884,0.6250000000000002,0.008894974777384813,0.00597309115928632,496,1.0,False,,0.980372420734776,28317,-0.13145084928270037,-0.11726560202833824
