CID,survey,zHD,rvar_gal_cl,rvar_gal_tot,rvar_cl_cl,rvar_cl_tot,var_zp
1251022,des:C,0.68428,1.6146813813251856e-06,1.6718083043413422e-05,5.357544638821585e-06,7.970564695576258e-06,1.0406620188906315e-07
1433114,des:C,0.68438,2.4818314870956877e-06,3.166338118050294e-06,1.782914360309335e-06,2.2947743828791042e-06,1.0409784722809338e-07
1308589,des:C,0.68576,3.0971588994286075e-05,6.32853052131128e-05,5.579355024774562e-09,3.048253605124335e-09,1.0453504418160377e-07
1642178,des:C,0.68673,8.46015888921029e-07,1.813066814912762e-06,1.2186873151378173e-08,1.5609078618738986e-08,1.0484289759309353e-07
1896213,des:C,0.68688,1.4494849597743258e-08,1.4406446504034453e-07,2.2995113947222642e-05,3.9352654477392256e-05,1.0489054420113791e-07
1950043,des:C,0.68828,5.304658526372034e-08,2.522510372770148e-07,6.975978034877216e-10,1.2658683755301868e-09,1.0533576784379367e-07
1320009,des:C,0.69164,8.777084556779846e-07,1.5350244041290253e-06,2.9588592395762815e-07,3.904798561354268e-07,1.064081516555233e-07
1277716,des:C,0.69313,8.690018145839235e-07,1.5682319977340275e-05,6.325558222519144e-05,0.00016297358590261466,1.068854410583447e-07
1332709,des:C,0.69371,3.541825895674532e-08,1.376199410034341e-07,1.9194416223279375e-06,1.6494158341610194e-06,1.070715203541237e-07
1645208,des:C,0.69516,1.8636400179506093e-07,3.5564197333169507e-07,2.2247058796389503e-07,1.874663357221174e-07,1.0753742661732063e-07
1449102,des:C,0.6983,4.847538827255296e-08,3.574893766266921e-07,1.7601486431062923e-06,2.6100077877027637e-06,1.0854982144183822e-07
1387174,des:C,0.69842,3.995956936285274e-06,6.507014981994125e-06,6.257873214949016e-07,4.158405287187631e-07,1.0858860578839506e-07
1904287,des:C,0.69904,1.788336429284079e-08,1.2108920240279667e-06,2.337037743231185e-07,9.426782724076716e-08,1.087891019377895e-07
1324062,des:C,0.70325,2.964098491155335e-10,1.353786862477334e-09,2.1832936219649366e-05,1.588211463631981e-05,1.1015542664122332e-07
1254150,des:C,0.70417,3.8213662509777173e-07,8.174415949196347e-07,3.800516077019587e-05,2.2611190662187438e-05,1.1045514115471286e-07
1262895,des:C,0.70548,1.2691533470885553e-06,2.6886838524785644e-05,4.4347498519643125e-07,5.67911651623336e-07,1.1088261124359621e-07
1891266,des:C,0.70836,8.121043555377372e-08,2.787991614722337e-07,4.253240296793523e-05,3.8512221667262406e-05,1.1182529543379913e-07
1265623,des:C,0.70978,5.038920420493134e-06,1.6702074791387114e-05,5.085328145590778e-09,4.001209457098799e-09,1.1229155983624361e-07
1563063,des:C,0.71552,2.4189440751902183e-06,4.278037503329671e-06,4.27067680190803e-08,4.022037231077273e-08,1.1418620448778977e-07
1340493,des:C,0.71719,1.3609724286576506e-05,3.2781505434580253e-05,3.0990617358491674e-06,4.751328619347981e-06,1.1474041044125797e-07
1894320,des:C,0.7188,1.4703408536440796e-07,7.187678597303911e-07,1.8287928965823864e-07,2.3733688779762585e-07,1.1527597503691167e-07
1433040,des:C,0.71949,1.4039685890214064e-07,3.442815928815309e-07,6.131179479494496e-06,7.174322110120695e-06,1.1550588445465213e-07
1646092,des:C,0.7207,1.6388780503274396e-07,3.385588923069594e-07,3.88754752762703e-06,5.388099335609544e-06,1.1590961193780371e-07
1277995,des:C,0.72199,3.2818468412904307e-06,4.802876064726112e-06,4.363106402500063e-06,4.810628617571516e-06,1.1634080788232954e-07
1306067,des:C,0.7222,6.225932719710754e-08,2.3613464164827549e-07,1.476755664639231e-05,1.4927761110745883e-05,1.1641107834045673e-07
1312818,des:C,0.72292,6.475071202985084e-08,3.7955427978064514e-07,1.6701491570798205e-08,5.995295379380677e-08,1.1665216668974938e-07
1701088,des:C,0.72403,7.499184095817746e-07,2.313329597015276e-06,0.0010546838792694494,0.001565640931810006,1.1702433316651395e-07
1900856,des:C,0.72416,7.692207188772658e-06,3.552550955697711e-05,1.4240133349508e-05,2.2660179346961297e-05,1.170679590060965e-07
1335259,des:C,0.72701,4.786871953380089e-07,1.180640851883846e-06,2.4531069309359776e-06,2.5016814285355794e-06,1.1898864531187494e-07
1263139,des:C,0.72737,3.0761305545027467e-07,1.6054226879022044e-06,4.692021473126855e-07,7.920214625624418e-07,1.192833255822338e-07
1299712,des:C,0.73064,7.918376364149227e-08,1.6624262106716642e-07,1.3215224870395047e-06,3.7460050888299572e-06,1.219766944115252e-07
1555053,des:C,0.73072,1.0315273295469785e-05,2.7852221539415038e-05,3.116933864100541e-06,9.62415828206364e-06,1.220429640427365e-07
1290043,des:C,0.73488,1.3490086802157889e-05,2.9979327359842974e-05,1.8549662920537512e-07,1.4212995464045035e-07,1.2551378497074603e-07
1617030,des:C,0.73615,2.6019989454556043e-06,3.756338850628437e-06,6.086682364421922e-06,6.821057510389446e-06,1.265830826698946e-07
1297490,des:C,0.73677,9.816952703231839e-08,2.37804144348877e-07,5.270310070420816e-06,1.0014985865455943e-05,1.2710674960406988e-07
1302185,des:C,0.73717,7.23988671868205e-08,3.113431544125599e-07,1.0533459329084799e-08,9.60758099602519e-09,1.27445172898922e-07
1315947,des:C,0.73781,5.601396097255779e-07,3.424681184390832e-06,7.963396414272276e-08,4.7105085156415435e-08,1.2798758602370194e-07
1309376,des:C,0.74009,5.1016316190866235e-08,3.012466445000586e-07,4.0954640524910754e-06,2.651683184308846e-06,1.299292935605323e-07
1307783,des:C,0.74061,1.2473570698615124e-05,3.098252535696425e-05,7.160080680253646e-05,1.3483417629563239e-05,1.3037418631758236e-07
1700109,des:C,0.74119,1.5613064162782424e-07,5.261394569532535e-07,2.7263083572468478e-05,0.00012581749865969334,1.3087130990089878e-07
1537077,des:C,0.7445,2.7486673849687365e-07,1.8603829901945357e-06,0.0008703539398613025,0.0025282660389418293,1.3372644665531545e-07
1257605,des:C,0.74535,4.594514993611643e-06,2.684233426735017e-05,1.2875780529246311e-07,1.675439661924443e-07,1.3446461059236433e-07
1898252,des:C,0.74571,2.6825867847483704e-05,4.036519602658609e-05,1.6291221985007121e-06,1.8606746936144382e-06,1.3477785719671787e-07
1250882,des:C,0.74658,1.0478913167894292e-07,1.5172043124808441e-06,1.9174887203736788e-06,1.271110144196776e-06,1.355363744157133e-07
1295800,des:C,0.74855,1.1191154866718229e-07,6.775649333551167e-07,2.3525575994659796e-07,3.533231150246208e-07,1.3726180284636667e-07
1864046,des:C,0.7487,3.215946290906095e-08,1.1947772976196312e-06,6.233754562427147e-07,4.99396086856131e-07,1.3739362776293104e-07
1337549,des:C,0.74877,1.1366313727331857e-06,2.5521093521237296e-06,1.9672293842449017e-08,2.547357305410777e-08,1.374551677101757e-07
1302027,des:C,0.74899,7.931175364944985e-07,1.9587856840963207e-06,3.7810581278917233e-07,7.625172640154499e-07,1.3764866867760842e-07
1933196,des:C,0.75011,0.00010169729019139005,0.00014678327563949224,3.1894587138033845e-08,2.1376414057385538e-08,1.3863587468039948e-07
1310964,des:C,0.75147,6.350145727857879e-07,8.904988102182919e-07,1.1375684661659445e-08,8.617840026641716e-09,1.3983936708182904e-07
1380167,des:C,0.75331,5.94626749903693e-06,4.2746742466050575e-05,2.460819373304264e-06,2.360058199258114e-06,1.4147590020705048e-07
1929022,des:C,0.75356,3.6411259532117563e-06,7.124473188156309e-06,8.115333566209775e-06,3.333599191375197e-06,1.4169898990147969e-07
1304506,des:C,0.75421,9.953306410586444e-07,4.0160221589975535e-06,6.330067541425606e-07,4.801487612161209e-07,1.4227984563406043e-07
1263788,des:C,0.75729,1.4966451906689703e-07,7.439268611716021e-07,4.638432397630832e-06,1.2866352715613554e-05,1.4504836120781366e-07
1536112,des:C,0.75888,4.2127330566940853e-08,6.078639904233514e-07,3.424279788462092e-07,1.1245033613054386e-06,1.4648800261772587e-07
1552143,des:C,0.75991,5.847666608982071e-05,8.832630897228077e-05,8.673610131493228e-05,0.00013193323556755435,1.4742439482252012e-07
1330350,des:C,0.76303,2.738444031666671e-08,6.112997983056154e-08,8.367440263483652e-08,1.33312232250214e-07,1.5027905026196406e-07
1302399,des:C,0.76495,2.267172613632549e-06,1.5076350138325148e-05,1.4654541238929334e-08,7.39677976875021e-09,1.5204936716469692e-07
1700105,des:C,0.76518,3.716202250425565e-06,5.724867352222174e-06,3.1370899454926375e-08,3.263810018442855e-08,1.5226213165842983e-07
1881037,des:C,0.76584,7.465003289023919e-07,2.7677785211525455e-06,2.36980287432819e-06,4.3905478851405165e-06,1.5287349915067187e-07
1280135,des:C,0.77082,7.072388369554002e-07,2.418366980321034e-06,1.7751084114286953e-06,2.75516828947481e-06,1.5752603619647853e-07
1323740,des:C,0.77137,1.7748524644932155e-06,1.4274177655590094e-05,3.712761028844543e-06,2.7439588433697513e-06,1.5804414704689012e-07
1338940,des:C,0.77334,1.6109067596259774e-06,3.391244225006209e-06,5.542713686251739e-08,7.964633888210024e-08,1.5990690600230462e-07
1309215,des:C,0.77464,4.779379194152335e-06,1.4600945620221376e-05,5.675429833604746e-06,7.821970938559836e-06,1.611421148302988e-07
1316487,des:C,0.77627,5.609243474932226e-06,1.2323689328209658e-05,1.244846621298738e-07,1.5147349230980554e-07,1.620237964288446e-07
1330403,des:C,0.7765,7.914727493186501e-07,3.0097791533764477e-06,8.445276121321281e-09,2.0593991005497773e-08,1.6212146736572312e-07
1250852,des:C,0.77725,8.048087451975882e-07,2.1541297874718736e-06,7.134339069846314e-07,9.498796561453771e-07,1.6244016400382788e-07
1590122,des:C,0.77952,3.540258349184604e-07,2.4433074808633036e-06,2.2603884977713506e-06,2.0818473297188842e-06,1.6340665944016897e-07
1652139,des:C,0.78266,1.4447576399771991e-08,3.567620153886281e-08,0.00016494509202295732,0.0003802825869538165,1.6474829916379988e-07
1948295,des:C,0.78324,4.3049045221344805e-07,1.8360789731751484e-06,3.3564276697046866e-07,6.002628895193616e-07,1.6499671813904103e-07
1320474,des:C,0.78842,3.3739432395845834e-08,2.2151994328500577e-07,4.804337125308823e-06,1.2868927387758458e-05,1.6722365618172328e-07
1332701,des:C,0.79167,1.0700971306079171e-06,2.6657397362987747e-06,2.274509617917965e-06,2.7731804190367936e-06,1.6862848741984576e-07
