ls_id,ra,dec,z_best,z_is_spec,sig_z,engine,logm_p16,logm_p50,logm_p84,sig_m_photz,sig_m_total,kappa_max,kappa_sum,n_sn,survey_region
10995222150389464,9.182824435182283,-43.96732357290552,0.1000580787658691,False,0.0187216531485319,sbi_zfix,9.659406467013321,9.760121303133927,9.836699443392716,0.0727,0.1146,4.3440568923626685e-05,4.3440568923626685e-05,1,des:E
10995478422369321,150.196042873975,2.569049960893026,0.5053255558013916,False,0.0365959741175174,sbi_zfix,9.958718518606611,10.173049191824385,10.308983067861982,0.0406,0.1798,4.3415832599352944e-05,4.3415832599352944e-05,1,union3:21
10995297655202136,53.79927087007922,-28.44858248882891,0.4325317740440368,False,0.0557130053639411,sbi_zfix,10.635481175972668,10.78176051099464,10.877358731819836,0.0844,0.1475,4.336473270791393e-05,4.336473270791393e-05,1,des:C
10995437183977552,35.78637369746597,-4.213740355664183,0.4885500073432922,False,0.06509630382061,sbi_zfix,10.415914050735527,10.503731242813164,10.5935015598908,0.0986,0.1327,4.3363905544972975e-05,4.3363905544972975e-05,1,des:X
10995219988229151,10.04744860459566,-44.56795202019451,0.3493870496749878,False,0.0948060750961303,sbi_zfix,9.795055355956958,10.008281674316333,10.162251439025805,0.1436,0.2331,4.333347871715453e-05,4.333347871715453e-05,1,des:E
10995221066166177,9.351662740194234,-44.14644452562821,0.4731594026088714,False,0.0280602723360061,sbi_zfix,11.108228213708331,11.211110598962238,11.30621103994124,0.0425,0.1077,4.331777474291525e-05,4.331777474291525e-05,1,des:E
10995302991409007,53.65404690213708,-27.42024509854271,0.5155714750289917,False,0.0546017028391361,sbi_zfix,10.413587837402105,10.580131797973394,10.640613823119878,0.0605,0.1286,4.330995037815856e-05,4.330995037815856e-05,1,des:C
10995301648183731,52.36064996876176,-27.74570709323313,0.4707942903041839,False,0.0208527687937021,sbi_zfix,10.84807274442799,10.976258016644787,11.074908948956798,0.0316,0.1177,4.328971518949667e-05,4.328971518949667e-05,1,des:C
10995222153531317,10.11636958138532,-44.02906682959767,0.360846072435379,False,0.0144854616373777,sbi_zfix,11.006117810597253,11.103929509510827,11.180741299977136,0.0219,0.09,4.326162501468299e-05,4.326162501468299e-05,1,des:E
10995217837592231,8.910331227928717,-44.89308000705381,0.3481453955173492,False,0.1087348312139511,sbi_zfix,9.086190404115259,9.3702213184219,9.637688130555688,0.1647,0.3212,4.325141610472395e-05,4.325141610472395e-05,1,des:E
10995298981653399,52.86284858451498,-28.25722913398814,0.1288081407546997,False,0.0212904643267393,sbi_zfix,9.790118616871922,9.877842348866551,10.025434893422215,0.0826,0.1438,4.3205277344068125e-05,4.3205277344068125e-05,1,des:C
10995301648190853,52.4517166860556,-27.71151627264846,0.2524252533912658,False,0.0214133597910404,sbi_zfix,10.36841011584306,10.554549699430707,10.707847600584271,0.0831,0.189,4.311165977310869e-05,4.311165977310869e-05,1,des:C
10995305673661267,52.25145030359702,-27.10130283418881,0.4226418733596802,False,0.1071789637207984,sbi_zfix,10.942757215628184,11.04919299138502,11.19054755223707,0.1623,0.2042,4.3076914667980576e-05,4.3076914667980576e-05,1,des:C
10995432666703976,35.78342561581771,-4.951338198216511,0.4255435764789581,False,0.1209948435425758,sbi_zfix,8.415654729035548,8.951251576569728,9.401321118500878,0.1832,0.5258,4.306828063750464e-05,4.306828063750464e-05,1,des:X
10995297649951630,52.24555590583127,-28.49581600138411,0.0707275718450546,False,0.0118320593610405,sbi_zfix,10.411983409324638,10.539467730918876,10.640108981529227,0.0459,0.123,4.306773952825366e-05,4.306773952825366e-05,1,des:C
